"Texto","Sarcasmo"
"Al menos un herido en una pequeña avalancha de aficionados del Athletic en La Cartuja","0"
"“Necesito un 10, no puedo permitirme ni un fallo”: entrar en la carrera más difícil trabajando y desde la FP","0"
"Mira a tu papá, un tarado con sus abejas. Es decir, al menos es interesante. Al menos desearía que el mío lo hiciera. ¿Es decir, es algo tierno que tu papá cría abejas? ¿Cuántos años dices que tiene? ¿Está en la edad de esos pasatiempos? No lo sé. Creo que es dulce. Summer, quiero tener sexo con tu padre","0"
"Cada vez más personas pasan del poliamor al poliodio","1"
"Rudy Fernández anuncia su retirada a final de temporada","0"
"¿Qué personajes históricos, cantantes, actores, eruditos, socialités,... fallecieron un 02 de mayo?","0"
"La NASA anuncia que en 2030 estará lista para fingir una misión tripulada a Marte","1"
"Un ser humano en miniatura perfectamente formada.","0"
"Cómo respirar mejor para sentirnos mejor","0"
"Oh, claro, porque cambiar por alguien siempre termina en felicidad duradera.","1"
"Pedro Sanchez niega que el decreto para cortar Internet sea un acto de cens","1"
"Salud espera alcanzar a finales de año su objetivo de reducción de listas de espera","0"
"Se le inunda la tele al sintonizar el canal de Isabel II","1"
"1984: cuando la distopía se convierte en realidad","0"
"Fuentes de chocolate para endulzar tus postres y celebraciones","0"
"La Lotería Nacional organiza hoy un nuevo sorteo con los signos zodiacales","0"
"Florida Huelin: fresh and cosmopolitan cuisine by the sea","0"
"El episodio piloto, un clásico de la televisión estadounidense en peligro de extinción","0"
"Cifuentes confiesa: “Yo soy Chiquetete, y soy cantaor”","1"
"El parking de Pueblosol abrirá este viernes al público a un euro al día en el centro de Arroyo de la Miel","0"
"No la necesito. Tengo una frase nueva.","0"
"Condenas, deudas, y años cerrada: la desaladora de Marbella pasa del 'sello Gil' a  garantía para la Costa","0"
"¿Dónde están los jóvenes en la planificación urbana?","0"
"Gritar «¡Cerveza gratis!» equivale al uso de un desfibrilador en una parada cardíaca","1"
" Dios, su pubertad va a ser una pesadilla.","0"
"Sánchez estrena su presidencia europea exhumando el cadáver de Hitler","1"
"PP y PSOE se echan en cara su falta de compromiso con la desaladora de la Axarquía","0"
"El descalabro del tripartito alemán en las europeas complica el último tramo del mandato de Scholz","0"
"La farmacèutica catalana Pujol presenta una vacuna amb un 3% d’efectivitat","1"
"Jon Rahm, genio y tenacidad para llegar a la cúspide","0"
"‘Monkey Man’: Dev Patel debuta como director con una espectacular puñalada al cine de puñetazos","0"
"«No solo se trata de añadir más años a la vida, sino de vivir mejor»","0"
"Neil Macarrón, número uno de Andalucía","0"
"Disfruta de ‘El Lago de los Cisnes’ con un 30% de descuento","0"
"Un desconocido escritor gallego publica la novela «El guardián entre el centollo»","1"
"Tras un error en el cambio de hora, anochecerá a las dos de la tarde durante todo el invierno","1"
"La ramificación canaria del 'caso Koldo': mascarillas, obra pública y PCR","0"
"Frases destacadas del editorial que El País ha dedicado a Pedro Sánchez","1"
"¿Mejora la dieta mediterránea los síntomas de depresión? Esto dice la ciencia","0"
"Almeida asegura que Fiscalía tiene ""cosas más importantes"" que la denuncia sobre Montecarmelo","0"
"Miles de españoles sentarán a un autónomo en su mesa en la cena de Nochebuena","1"
"Los bares dejarán usar el baño a sus clientes solo para defecar y orinar productos consumidos en el local","1"
"15 datos que te harán sentir muy mayor","1"
"Tapa de váter que baja sola, orgullo de la familia","1"
"Trump pone La Casa Blanca en venta en Idealista por si gana Biden","1"
"Encontrado un océano subterráneo en la luna Mimas de Saturno","0"
"Competencia multa a siete empresas del cartel de Postensado y Geotecnia","0"
"Samsung lanza un teléfono para pasarse notitas durante los plenos del Congreso","1"
"Sergio Ramos paga 800 euros por una camiseta firmada por Sergio Ramos","1"
"El pack de bóxers que arrasa en Amazon es de Calvin Klein y tiene un 40% de descuento","0"
"Alma Lima: cocina peruana contemporánea, fresca y auténtica en Málaga","0"
"El Barça ficha a Iker Casillas como jardinero","1"
"¿Una mujer inventó el psicoanálisis? Diez pioneras que mejoraron a Freud","0"
"¿Qué quieres que te diga, Charlie? Solo sé tocar las notas que veo.","0"
"Qué tirar y qué guardar a la hora de ordenar tu vivienda","1"
"La soberanía energética española se atasca en el norte africano","0"
"Se compra un segundo coche porque el que tiene está muy bien aparcado","1"
"Topografía, una titulación sin paro, tiene libre el 64% de las plazas","0"
"Las frases de Rodrigo Rato en el juicio de las tarjetas «black»","1"
"Gato chino dejado en la calle para 137 taxis","1"
"En busca del azul perdido de Monet","0"
" Ha ido a recoger a sus hijos.","0"
"Triatlón: el cóctel que nació en Hawai","0"
"El Madrid acaricia el título de Liga en la gran fiesta de Rudy Fernández","0"
"Un sueño infantil hecho realidad","0"
"El propietario de Calvin Klein comprará Tommy Hilfiger","0"
"Vecinos y el Ayuntamiento de Ronda renovarán el sistema de abastecimiento de agua del Cerro del Almendro","0"
"Un BMW se niega a aparcar donde un SEAT Panda ha pasado la noche","1"
"El periodista de SUR Iván Gelibter, galardonado con el Premio Humanidades Pedro Aparicio del Colegio de Médicos de Málaga","0"
"Vigo construirá una central nuclear para encender el próximo alumbrado navideño","1"
"Cruz Roja regala 1000 litros de sangre a su donante un millón","1"
"Esteponeros entre fogones: Una receta de cuscús intercultural","0"
"Els Mossos d’Esquadra multen una parella per excés de velocitat a la relació","1"
"El Real Madrid gana y mantiene la distancia ante su rival más directo: el Deportivo de La Coruña","1"
"Netanyahu confirma negociaciones para la liberación de los rehenes","0"
"¡Peligro!","0"
"Este loro raro y con pinta de drogado trae locos a los científicos","1"
"Inteligencia Artificial contra los «malos»","0"
"Me siento satisfecho con los logros que he obtenido en mi empleo actual.","0"
"Un director de orquesta hace con la batuta el gesto de pedir la cuenta para saber cómo suena","1"
"Europa en el centro del debate","0"
"Miguel Servet, la macabra historia del sabio que fue quemado vivo en la hoguera de la herejía","0"
"Martin Luther King: “Tengo un sueño, un solo sueño, seguir soñando”","0"
"Errejón y Carmena se trasladan a la isla de Supervivientes para poder debatir en televisión","1"
"Rescatan a un perro tras tres días en un conducto de ventilación de un edificio de Vélez-Málaga","0"
"Zafrú, la fruta ‘milagrosa’ que transforma los sabores ácidos en dulces","0"
"La Seguridad Social cubrirá las mariscadas de uso terapéutico","1"
"Todos los japoneses podrían apellidarse Sato en 2531","0"
"Mariló Montero abandona la televisión por miedo a que las cámaras le arrebaten el alma","1"
"Los recortes sanitarios atenazan al Govern de ERC antes de las elecciones europeas","0"
"Devuelve su colchón con memoria porque sigue hablándole de su ex un año después de romper con ella","1"
"Un compuesto contra la malaria alumbra una vía para tratar el síndrome de ovario poliquístico","0"
"Se jubila el empleado de Renfe que gritaba «¡Pasajeros al tren!»","1"
"La Comisión Europea expedienta a META por incumplimiento de la ley digital europea en menores","0"
"Comienza el Sexto Pleno del Partido Comunista chino para encumbrar aún más a Xi Jinping","0"
"Albares asegura que Salamanca ""va a ser central"" en las interconexiones ferroviarias con Portugal","0"
"Màxim Huerta defiende que los 256.778 euros defraudados eran «una licencia literaria»","1"
"Sobre el premio de tauromaquia: Y sin embargo se mueve","0"
"China se prepara para dar la bienvenida al Año del Buey","0"
"Dos mujeres compiten para presidir el México más violento","0"
"Las compañías de seguros sólo pagarán los partes amistosos que estén escritos en sangre","1"
"Así usan la realidad virtual el Louvre, la Fundación Louis Vuitton y el Museo de Orsay","0"
"Dime lo que llevas a una cena de grupo y te diré cómo eres","0"
"Así serían los anuncios de las casas de los tres cerditos si estuvieran en Idealista","1"
"Hockey sobre hielo","0"
"Nacen las mismas personas intersexuales que pelirrojas, pero es probable que no conozcas a ninguna","0"
"Ola de acoso sexual en El Cairo
al final del Ramadán","0"
"Consejos para hacer frente a la cena de empresa","1"
"Una guionista aprovecha su invisibilidad para robar un Goya","1"
"El testamento de Aretha Franklin que se encontró bajo un sofá tras su muerte es válido","0"
"El salto con pértiga vuelve a tener acento norteamericano","0"
"Destino Plutón","0"
"María Paz García Vera, nueva subdelegada del Gobierno en Madrid","0"
"Cataluña está a una versión más de Despacito de independizarse de España","1"
"Integristas de Kuala Lumpur quieren prohibir a Avril Lavigne","0"
"El Nerja femenino logra el primer podio de la historia del club en la liga nacional","0"
"«Fui a una obra de fin de curso y un padre abucheó a mi hija»","1"
"Ferreras no entiende la atención que se está llevando Évole porque él lleva años durmiendo en La Sexta","1"
"Corinna Larsen declaró que Juan Carlos I le regaló 18 españoles “por gratitud”","1"
"Marvel llevará al cine la vida del Gigante Verde de las latas de espárragos","1"
"Fallece James Bevel, lugarteniente de Martin Luther King","0"
"Cinco trucos para descubrir si vives en un dúplex valorado en dos millones de euros o en un humilde pisito de alquiler","1"
"Alejandro Davidovich tampoco remonta el vuelo en Queen's","0"
"Los 9 millones de chinos de la ciudad de Qingdao se someten a PCR por 12 contagiados.","0"
"Amnistía Internacional alerta en un comunicado del estado precario de «los máquinas»","1"
" ¿Así que planea unas vacaciones familiares?","0"
"Los españoles admiten que los holandeses les tienen calados y que es natural que desconfíen","1"
"PcComponentes admite que su campaña Orange Is The New Black se debe a que se quedó sin tinta negra en la impresora","1"
"Una nueva circular de los mamones de arriba recuerda que no está permitido llamar a los jefes “los mamones de arriba”","1"
"Le corta los dedos de la mano a su novio cansada de que salgan en todas sus fotos","1"
"Ojo con estos 12 bulos que corren por WhatsApp","1"
"Mario Hezonja: “La derrota ha sido culpa mía”","0"
"Los hipsters terminan su proyecto de versionar toda la historia de la música con ukelele","1"
"Chele González, el cocinero DJ que triunfa en Filipinas y vuelve en verano a pinchar en su pueblo","0"
"Miles de portugueses salen a la calle para recibir con lloros y fados el día más triste del año","1"
"¿Está preparado tu hogar para que se aparezca la virgen María por sorpresa?","1"
"Los Celtics se adelantan 2-0 en la final del Este de la NBA con un golpe de autoridad sobre Indiana","0"
"Los expertos aconsejan dejar como mínimo diez segundos de suspense entre “No soy racista” y “Pero”","1"
" Sí. Vamos, cielos, ¿ves?","0"
"Iberia logra perder una maleta antes de que el pasajero la saque de casa","1"
"De la ropa sucia, al restaurante: cae una red que importaba cocaína a través del aeropuerto de Madrid","0"
"AMI defiende «sin ambages el derecho a la libertad de información» ante el plan de Sánchez contra algunos 'pseudomedios'","0"
"Un juzgado de Badajoz abre diligencias contra el hermano de Pedro Sánchez por un presunto delito contra la Administración","0"
"Las peores medidas de Donald Trump contra el calentamiento global","1"
"Psicólogos frente a psicólogos clínicos","0"
"Los Franco abandonan al fin el Pazo de Meirás tras vaciarlo de obras de arte, muebles, paredes y cimientos","1"
"Luis Piedrahita concluye, tras 20 años de investigación, que el pijama se echa a lavar cada 6,7 días","1"
"La música estimula ""de forma compensatoria"" los genes de pacientes con daño cerebral","0"
"Evacuados en helicóptero militar los 19 españoles retenidos en Amhara (Etiopía)","0"
"Joel Parra se pone la camiseta del Barcelona","0"
"La Facultad de Medicina se 'salva' de los recortes y podrá construir un nuevo aulario","0"
"7.000 millones al año para los clubes de la nueva 'NBA' europea","0"
"Expulsan a un niño vasco del colegio por despejar la equis a patadas","1"
"Ayoub Ghadfa: «Me hacían 'bullying' y empecé haciendo kickboxing para defenderme»","0"
"Roban un reloj de 500.000 euros a un turista en el paseo de Gracia de Barcelona","0"
"Cuerpo celebra el cuarto desembolso del plan de recuperación de la Comisión Europea","0"
"Nissan y Repsol se unen para potenciar el coche eléctrico","0"
"Álex Remiro: “Todo lo que sea reivindicar y luchar por cosas necesarias está bien”","0"
"Mira el tráiler de ‘Marie Curie’, el ‘biopic' de la pionera científica polaca","0"
"Una rata de dos kilos toma el mando del Ayuntamiento de Madrid","1"
"Firmar un parte amistoso no obliga a quedar a cenar con el otro conductor","1"
"La lotería de las renovables dibuja un nuevo futuro para la industria en España","0"
"Swiatek, sin oposición hacia la gloria de Roland Garros","0"
"El nuevo Huawei permite añadir el texto «enviado desde mi iPhone» al final de los correos","1"
"Un estudio concluye que habrá que triplicar el número de gimnasios y academias de inglés para atender la demanda del año próximo","1"
" Ajá.Mira esto dice normalizar creo que si lo presionamos.","0"
"Un Madrid para vivir en calma: una azotea con encanto, galletas artesanales y un restaurante para sumergirse en el océano","0"
"Alcaraz: “Los guerreros lo dejan todo, y yo me considero un guerrero”","0"
"Dante, entre el inferno y el paraíso de su 'Comedia'","0"
"Tu cuñado el Alfonso adelanta el resultado de las elecciones catalanas mientras miles de catalanes siguen votando","1"
"Audiencias: Mediaset despide a todos sus periodistas y los manda a la isla de Supervivientes","1"
"Pedro Sánchez ganaría las próximas generales si se dejara el pelo un poquito más largo","1"
"Elon Musk y la controversia en Sudáfrica por ‘Kill the Boer’, ¿Una canción que incita al genocidio?","0"
"La cátedra de energías renovables convoca cuatro premios para estudiantes de la ULE","0"
"¿Debemos borrar al 'ex' de nuestras redes sociales tras la ruptura? Esto es lo que dicen los psicólogos","0"
"Cada episodio te deja con ganas de más, no puedo esperar a ver el siguiente.","0"
"El padre de Alejandro Magno sale de su tumba","0"
"Solo una quinta parte de las viviendas está preparada para el envejecimiento de sus habitantes","0"
"La 'fondue' italiana","0"
" Dale un capón a tu hijo.","0"
"Los pandas ya se han acabado el bambú y preguntan qué hay de segundo","1"
"Premio a Kreisky.","0"
"William Shakespeare, incapaz de escribir una sola línea interesante desde que lo vacunaron","1"
"Creo que debería saber la respuesta.","0"
"Els terracatalanistes defensen que Catalunya tornarà a ser rica i plana","1"
"Audiencias: Un control antidoping obliga a cancelar El Chiringuito de Jugones","1"
"Cómo burlar al carterista que te siguió en el metro y que ahora vive en tu casa","1"
"Estados Unidos pide la división de Live Nation y Ticketmaster en una demanda antimonopolio","0"
"Los jóvenes chinos descubren el paro","0"
"El 85% de las mujeres con síntomas de menopausia no recibe una terapia eficaz","0"
"Spanish royals to attend the funeral of Queen Elizabeth II in London on Monday","0"
"El precedente del caso de Daniel Sancho: el asesinato que acabó con pena de muerte y clemencia real","0"
"La Generalitat se suma a la celebración del centenario de Ràdio Barcelona","0"
"Retiran de las farmacias un test de antígenos para el Covid por un fallo de fabricación","0"
" No hagas eso.","0"
"Las autoridades de Singapur detectan un caso de SARS","0"
"El plan de expansión de Vodafone para 2014 consiste en convencer a esta mujer de que se pase a contrato","1"
"Liberan a un mono del zoo de Madrid porque ya había evolucionado a hombre","1"
"David Valero se proclama subcampeón del mundo de ciclismo de montaña","0"
"La quinta temporada de ‘Stranger Things’ consistirá en el villano hablando a cámara durante siete horas seguidas explicando su malvado plan","1"
"Qué emocionante es ver cómo el equipo rival marca un gol en su primer ataque.","1"
"El Gobierno estudia denunciar al presidente del Parlamento balear, de Vox, por arrancar una foto de víctimas de la Guerra Civil","0"
"Un señor define ya como utopía inalcanzable encontrar el mando de la tele o que no le roben los yogures","1"
"La ONU corta el envío de alimentos a Gaza por saqueos de una población desesperada","0"
"Ser famoso puede proporcionar la libertad de explorar diferentes facetas de la creatividad.","0"
"Las claves de la serie basada en 'Los Cuentos de Dunk y Egg'","0"
"Un terremoto en la isla indonesia de Java causa al menos 160 muertos y 700 heridos","0"
"Abusos de alto coste","0"
"Barcelona abre el acto por al atentado de ETA en Hipercor a las víctimas de los GAL","0"
"El Constitucional anulará los votos de Puigdemont y Puig si el Parlament les deja participar a distancia","0"
"“Yo soy del sexo sin culpa”: Sanidad lanza una campaña para prevenir infecciones sexuales entre jóvenes","0"
"Jesús Calleja viaja hasta Nueva Delhi para conocer la cepa india del coronavirus y traerla a España","1"
"Pedro Sánchez admite que no se recuperará la normalidad institucional hasta que Rajoy sea presidente","1"
"Sí, Alan, ya lo entendí. ¿La cuestión es cómo me disculpo?","0"
"¿Qué están haciendo los actores de Salvados por la Campana ahora mismo, mientras lees este artículo?","1"
"Que no falte sopa en Navidad, aunque sea de piedras","0"
"Un accidentado en estado grave exige que la ambulancia se lleve primero al coche","1"
"Limpiar el polvo con una camiseta vieja de Tokyo Hotel es un signo de envejecimiento, alertan los expertos","1"
"Qué agradable es cuando todos se olvidan de lo que se discutió en la reunión.","1"
"Las feministas asumen que ya han alcanzado todos sus objetivos históricos al ver el logo de Iberdrola de color morado","1"
"Un cartel pide no meter la cabeza en el acuario para gritar de pura desesperación porque asusta a los peces","1"
"Hunter.","0"
"Un señor con mucho pelo en la espalda es obligado a cambiar de especie","1"
"Dulceida dona todos sus «likes» al Tercer Mundo","1"
"Ejecutivo del sector tecnológico intenta pagar a una prostituta con bitcoins","1"
"Por qué la contaminación del aire nos mata","0"
"¿Deberían haber más papeleras en la calle Ollerías?","0"
"Alemania sigue su fiesta y derrota a una Hungría orgullosa","0"
"Puse esa confusión, Jerry. Te hará retorcerte como un recién nacido abandonado.","0"
"Elegance and a personal touch for your home","0"
"El ozono es el único contaminante del aire que no mejora sus niveles en Europa","0"
"Los papiros de Herculano revelan una pista sobre el lugar donde se encuentra la tumba de Platón","0"
"Preguntar por el sueldo será motivo de despido","1"
"Una sobriedad.","0"
"Ibrahim Anwar, nuevo primer ministro de Malasia tras 25 años de espera y dos condenas por sodomía","0"
"Amancio Ortega dona 2000 dependientes cabreados a la Sanidad Pública","1"
"PATINAJE SOBRE HIELO EN EL ASFALTO.","0"
"Los estudiantes españoles se preparan para alcanzar la nota de corte de Telepizza en la Selectividad","1"
"La prostituta que inspiró a Shakespeare","0"
"Fabián Ruiz, en el nombre de Chari","0"
"Los huevos vienen del súper","0"
"Netflix pone a la venta toda la droga de atrezo que se usó en Fariña","1"
"Los jugadores del Real Madrid piden que vuelva Lopetegui para dar emoción a sus partidos","1"
"Buenas noticias desde Igeldo","0"
"Consumidores piden que las plantillas y otros productos de ortopedia los financie el Estado","0"
"Un millennial le dice a su hijo «Una guerra civil bot tendrías que haber vivido tú»","1"
"Olvidan a un bebé en la incubadora y los padres lo rechazan porque está muy hecho","1"
"Harbin Ice Festival","0"
"Jefe envía un email a un cliente y viaja 30 kilómetros para preguntar si lo ha recibido y leído","1"
"Pau Gasol viaja de urgencia a España para ayudar a su madre a alcanzar la olla del armario de arriba","1"
"La marca malagueña Owo patrocina a KOI, el equipo esports de Ibai Llanos y Piqué","0"
"Francisco Correa pregunta al juez si necesita ayuda con la organización del juicio","1"
"El Supremo rechaza dejar en libertad a Junqueras al entender que existe riesgo de que lidere el ala catalana de la Mara Salvatrucha","1"
"Has de cambiar tu vida","0"
"«El atún no es alimento; es un artículo de lujo, como un Ferrari»","0"
"La bajada del IVA cultural afectaría únicamente a los nuevos discos de Rosana","1"
"Netanyahu dice que no puede haber un alto el fuego permanente hasta que Hamás sea destruido","0"
"Oh, claro, la fama te garantiza una vida sin altibajos emocionales.","1"
"El inventor de las flexiones será condenado a prisión permanente revisable","1"
"Nada como pagar por cosas que nunca usas.","1"
"La cifra de vehículos que no acuden a la ITV es superior a la reflejada por la DGT","0"
"La Costa del Sol entra en «riesgo real de desabastecimiento de agua» en verano","0"
"Las inmobiliarias preguntan si pueden poner ya en alquiler como “lofts luminosos bien comunicados” las casetas de cobro de los peajes catalanes","1"
"Condenada a casi 30 años una falsa doctora que  inyectó silicona a 37 mujeres","0"
"Putin busca profundizar los lazos comerciales con Pekín en la “pequeña Moscú” de China","0"
"Oh, ya está la noticia.","1"
"Irrumpe en un funeral diciendo “Qué pacha”","1"
"Autobuses de lujo 'made in Tianjin'","0"
"La seguridad vial suspende por la coexistencia de coches con peatones, patinetes y bicicletas","0"
"Google cruzará «tuiteros» con «youtubers» para crear una raza superior de «influencers»","1"
"Marbella reduce el suelo rústico y flexibiliza su uso en el nuevo planeamiento urbanístico","0"
"Inés Arrimadas es investida presidenta de Catalunya en un pleno exprés privado en el baño de su casa","1"
"Al menos 47 muertos en el incendio de un tren en India","0"
"Cosas que me hubiese gustado saber antes de viajar a Singapur","0"
"Vecinos de Almayate recogen más de 150 firmas en contra de la instalación de una antena de telefonía móvil","0"
"Una murciana deja en herencia 500 kilos de sofrito congelado","1"
"Un niño que nació para salvar un matrimonio asiste frustrado al nacimiento del hermano que lo va a destruir","1"
" ¿Charlie?","0"
"¿Por qué hay más bajas laborales que nunca?","0"
"La industria alimentaria etiquetará todos sus productos como «light» a partir de 2028","1"
"El Gobierno andaluz considera falsa y «un disparate» la acusación de Vox de que hay pederastia en las aulas","0"
"España aprovechará para vender más armas a Arabia Saudí ahora que otros países dejarán de hacerlo","1"
"Así es el «morriñing», un nuevo y peligroso reto viral de los jóvenes gallegos que puede acabar en depresión","1"
"Ya hay más calvos que personas normales","1"
" Sí. Según parece, se ha separado y ha vuelto.","0"
"El Supremo de Estados Unidos impide registrar una marca despectiva contra Trump","0"
"Blinken trata de impulsar la tregua en Gaza en su octava visita a Oriente Próximo durante la guerra","0"
"Carles Puigdemont abre en dos el Mediterráneo en un intento definitivo de liberar al pueblo catalán","1"
"La segona part de «Joker» serà un biopic d’en Tortell Poltrona","1"
"Los jugadores del Barça B, cansados de heredar las camisetas del Barça A","1"
"«Quería ser veterinario, pero me enamoré de una bailarina y me hice actor»","0"
"Y en una década Internet se llenó de basura","0"
"La Policía, incapaz de detener al cirujano plástico que opera a sus pacientes para que se parezcan a él","1"
"Maltratar al profesor de música refuerza la autoestima de los niños","1"
"Carne, pan, chocolate o queso: cinco tesoros gastronómicos en la sierra de Madrid","0"
"Marta Ortega se rodea de las 'tops' de los 90 en","0"
"El Consejo Europeo advierte a España de que Mariano Rajoy sigue presidiendo el gobierno","1"
"Chalecos flotadores para bebés y niños que triunfan en Amazon","0"
"Milei, una motosierra contra la educación y la cultura","0"
"Un verano entre sandías, pizzas y espetos","0"
"El Real Madrid se cita con su gran leyenda","0"
"Norman Foster declarará por el desfalco del campus judicial de Madrid","0"
"«Fui al peluquero y me cobró 130 euros","1"
"Un año de «fiebre»: 366 días de calor desbocado en los océanos y mares del planeta","0"
"La tecnología: herramienta para la enseñanza y elemento motivador para la formación continua del alumnado","0"
"El Reina Sofía adquiere un póster de los Rolling Stones para poner en el sitio del Guernica","1"
"Luxury housing market on the Costa del Sol bucks national downward trend","0"
"Seis atletas malagueños estarán en el Nacional absoluto de pista cubierta","0"
"La IA pone en jaque a las multinacionales españolas con ciberataques más sofisticados que nunca","0"
"Un club de striptease recibe una subvención por su plantilla formada por mujeres","1"
"El seleccionador croata sacude al que falló el penalti: «Aquí no hay lugar para el ego»","0"
"El filósofo y el futbolista","0"
"Obama: “Yo estoy aquí gracias a Rosa Parks”","0"
"Simposio sobre Kant en la Universidad de Navarra","0"
"El Hospital HM Santa Elena presenta en Fitur su oferta asistencial","0"
"El nuevo test de la Selectividad consistirá en aguantar un hierro al rojo vivo el mayor tiempo posible","1"
"El algoritmo de Facebook y el algoritmo de Twitter se enzarzan en una pelea en pleno recuento de votos","1"
"La progresista Olivia Chow gana la alcaldía de Toronto","0"
"Un niño logra renovar un amor de verano para las próximas tres temporadas","1"
"Arranca la décima edición del Nacional de vóley-playa en el Higuerón Resort","0"
"En un nuevo intento por complicarlo todo un poco más, el sábado a las 3 serán las 2:47","1"
"Sanidad informa a la población de que ya puede quitarse de la nariz los palos de los test de PCR","1"
"Becario llega a director general y logra contratarse","1"
"Greenpeace pide que no se rescate a las ballenas varadas porque están intentando desarrollar patitas","1"
"Jornadas sobre Karl Marx en Valladolid","0"
"Trece cosas que nunca debes decir en una reunión de vecinos","1"
"Sumar presenta PNL para ayudar a afectados por Covid persistente","0"
"El Camino de Santiago inaugura un peaje para catalanes","1"
"La esperanza de vida hace que los padres tarden cada vez más en abandonar el seno familiar","1"
"Manowar presenta un disco con letras de Paulo Coelho","1"
"La rehabilitación de vivienda queda lejos de los objetivos del Gobierno pese a subir más de un 9%","0"
"La unidad de ginecología y obstetricia del Materno de Málaga recibe la certificación de la Agencia de Calidad Sanitaria","0"
"Trenes españoles para metro chino","0"
"Así es Ex Aequo, el podcast de moda que ha ganado el Premio Ondas","1"
"El fundador de Poker Stars y OHLA irán a arbitraje por sus desavenencias por el Centro Canalejas","0"
"Grano espera pacientemente a que tengas una cita importante para salir","1"
"Trucos para ganar seguro el Gordo de la Lotería","1"
"Dylan Minnette, el actor que dejó de actuar cuando su pasión se convirtió en un trabajo","0"
"Unicaja: ocho semifinales seguidas malogradas en la Liga","0"
"200.000 orcos probarán suerte en el Circo del Sol tras finalizar el rodaje de ‘El Hobbit’","1"
"Durex pide que liberes los doce condones que retienes en su caja desde 2006","1"
"El final de temporada fue sorprendente, no me lo esperaba para nada.","0"
"Más de 150 profesores de la Universidad de Salamanca exigen que su rector no se investigue a sí mismo","0"
"Es una serie que he recomendado a varios amigos y todos la han disfrutado.","0"
"Elosegi y el triste ?déja vu?","0"
"La visita del príncipe Harry a su padre, a debate","0"
"Los bomberos rescatan a un joven que vivía atrapado bajo siete capas de ironía","1"
"Una pareja decide organizar un viaje romántico a la habitación de invitados","1"
"Sanlúcar de Barrameda: Sanctuary to Venus","0"
"Energía nuclear y calentamiento global de la atmosfera.","0"
"Miquel Iceta se reúne con Nacho Duato para preparar la escenificación del «no»","1"
"Más y mejores profesionales en salud mental","0"
"¿Cómo organizar una protesta pacífica?","1"
"Camavinga conquista el medio del Real Madrid","0"
"Los mejores cortadores de verduras","0"
